rq,treatment,control,scope,level,n,mean,ci_low,ci_high,p_value,win_rate,n_seeds,seed_std,seeds_favouring
RQ2,Regime-Aware DQN,DQN,regime_transition,seed,5,-0.48069643430275877,,,,0.4,5.0,3.5965173942100632,2.0
RQ2,Regime-Aware DQN,DQN,stress,window,150,-0.3151764212161361,-2.036450028636961,1.4128331961443796,0.7863013510121297,0.49333333333333335,,,
RQ2,Regime-Aware DQN,DQN,stress,seed,5,-0.315176421216136,,,,0.6,5.0,2.439869543187643,3.0
RQ2,Regime-Aware DQN,DQN,TURBULENT,window,600,-0.6195113608998212,-1.9773954619096892,0.643280918505751,0.5539739657299245,0.5283333333333333,,,
RQ2,Regime-Aware DQN,DQN,TURBULENT,seed,5,-0.6195113608998213,,,,0.6,5.0,2.4208250979144013,3.0
RQ2,Regime-Aware PPO,PPO,ALL,window,900,-0.5429883675501883,-1.4259576417112432,0.34163417695791076,0.05354949865981121,0.53,,,
RQ2,Regime-Aware PPO,PPO,ALL,seed,5,-0.5429883675501883,,,,0.6,5.0,1.1772353412164767,3.0
RQ2,Regime-Aware PPO,PPO,high_volatility,window,150,-0.9739108108202039,-3.842506893956741,1.6814998377092873,0.49799242484694484,0.49333333333333335,,,
RQ2,Regime-Aware PPO,PPO,high_volatility,seed,5,-0.9739108108202043,,,,0.4,5.0,5.759298720027936,2.0
RQ2,Regime-Aware PPO,PPO,liquidity_shock,window,150,-3.093688348296121,-4.8347284660963155,-1.403002951938063,0.003593350135811522,0.5866666666666667,,,
RQ2,Regime-Aware PPO,PPO,liquidity_shock,seed,5,-3.093688348296121,,,,1.0,5.0,3.6159113294207126,5.0
RQ2,Regime-Aware PPO,PPO,low_liquidity,window,150,-0.2935515443263016,-1.1752563706760586,0.6388433926329071,0.4964178381349226,0.5,,,
RQ2,Regime-Aware PPO,PPO,low_liquidity,seed,5,-0.2935515443263017,,,,0.6,5.0,0.9431126422275357,3.0
RQ2,Regime-Aware PPO,PPO,normal,window,150,0.07798419601039375,-0.8398486983621648,0.9444276559191211,0.7637648813371106,0.5266666666666666,,,
RQ2,Regime-Aware PPO,PPO,normal,seed,5,0.07798419601039376,,,,0.2,5.0,0.34524610988543747,1.0
RQ2,Regime-Aware PPO,PPO,regime_transition,window,150,1.0381173114400493,-2.460151489910839,4.599382458149778,0.9117469532352581,0.5133333333333333,,,
RQ2,Regime-Aware PPO,PPO,regime_transition,seed,5,1.0381173114400493,,,,0.6,5.0,7.600282171838549,3.0
RQ2,Regime-Aware PPO,PPO,stress,window,150,-0.012881009308945769,-1.512647413599328,1.4735697088863553,0.30166481792217115,0.56,,,
RQ2,Regime-Aware PPO,PPO,stress,seed,5,-0.012881009308945823,,,,0.6,5.0,0.5076474089954495,3.0
RQ2,Regime-Aware PPO,PPO,TURBULENT,window,600,-0.7605907142463053,-2.016714409424496,0.5749485348285621,0.07844491712950089,0.5383333333333333,,,
RQ2,Regime-Aware PPO,PPO,TURBULENT,seed,5,-0.7605907142463053,,,,0.6,5.0,1.5290353488948494,3.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),ALL,window,900,-0.3689930050558913,-1.412470655916141,0.6277722637672761,0.9115025254212622,0.4988888888888889,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),ALL,seed,5,-0.3689930050558915,,,,0.6,5.0,1.4827682091262675,3.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),high_volatility,window,150,-2.701718064972565,-5.159000206178712,-0.38751927702159755,0.17523187635924442,0.5466666666666666,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),high_volatility,seed,5,-2.7017180649725647,,,,0.8,5.0,3.5664941167988995,4.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),liquidity_shock,window,150,-0.22328408862036345,-3.4510519499914762,2.4896499820825846,0.5870118450036877,0.5,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),liquidity_shock,seed,5,-0.22328408862036345,,,,0.6,5.0,4.662009923881559,3.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),low_liquidity,window,150,0.6458802049439816,-0.13587729205603102,1.4739521716209822,0.1390294792542119,0.4533333333333333,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),low_liquidity,seed,5,0.6458802049439816,,,,0.6,5.0,1.2259921440796673,3.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),normal,window,150,-0.10890110558494731,-1.6410348280550802,1.4988219230395257,0.6558812427031286,0.52,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),normal,seed,5,-0.10890110558494755,,,,0.8,5.0,1.4833618621508111,4.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),regime_transition,window,150,0.5049480083048846,-3.4818609905324034,4.472395791590446,0.3232309722492137,0.4533333333333333,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),regime_transition,seed,5,0.5049480083048851,,,,0.2,5.0,2.214202959187436,1.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),stress,window,150,-0.33088298440633973,-2.4198964487120893,1.7649245100545634,0.9334598160299493,0.52,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),stress,seed,5,-0.3308829844063396,,,,0.6,5.0,2.7831808789812436,3.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),TURBULENT,window,600,-0.6877342824235959,-2.1770583860760633,0.7801700051032183,0.799673370094168,0.505,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),TURBULENT,seed,5,-0.6877342824235957,,,,0.6,5.0,2.233157307600378,3.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),ALL,window,900,-0.08233747465766574,-0.8099443474469216,0.6629607429312201,0.2660254128709394,0.4988888888888889,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),ALL,seed,5,-0.08233747465766586,,,,0.6,5.0,0.5272439622042163,3.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),high_volatility,window,150,-1.1583857292568256,-3.2554554592538842,0.7044094885433754,0.504082173584574,0.44666666666666666,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),high_volatility,seed,5,-1.1583857292568256,,,,0.4,5.0,3.7621079149434906,2.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),liquidity_shock,window,150,-0.825258093203905,-1.5979583255822547,-0.09018946423580104,0.0038214870099578277,0.5066666666666667,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),liquidity_shock,seed,5,-0.8252580932039051,,,,1.0,5.0,0.6533551502280392,5.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),low_liquidity,window,150,-0.3350326141591166,-0.8604783704717851,0.14913110982582822,0.3733179019574372,0.5266666666666666,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),low_liquidity,seed,5,-0.33503261415911656,,,,0.8,5.0,0.49944854953154066,4.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),normal,window,150,0.2070147728190169,-0.9274131054417638,1.4979587715604676,0.7278083236327543,0.5133333333333333,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),normal,seed,5,0.20701477281901687,,,,0.2,5.0,1.1428792634970215,1.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),regime_transition,window,150,2.628024076663719,-0.3319852374172302,5.728958520646935,0.18622489729649383,0.47333333333333333,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),regime_transition,seed,5,2.628024076663719,,,,0.4,5.0,6.430318340803533,2.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),stress,window,150,-1.0103872608088837,-2.7792351745234836,0.7767450586520109,0.33157122053909305,0.5266666666666666,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),stress,seed,5,-1.0103872608088837,,,,0.6,5.0,2.3325309973536563,3.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),TURBULENT,window,600,-0.09150175165147384,-1.0813554883620293,0.977690038910515,0.5028621817459158,0.48833333333333334,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),TURBULENT,seed,5,-0.09150175165147387,,,,0.6,5.0,0.5535544791397707,3.0
