rq,treatment,control,scope,level,n,mean,ci_low,ci_high,p_value,win_rate,n_seeds,seed_std,seeds_favouring
RQ2,Regime-Aware PPO,PPO,liquidity_shock,seed,4,6.21362421375523,,,,0.25,4.0,9.633078934082802,1.0
RQ2,Regime-Aware PPO,PPO,low_liquidity,window,80,-2.5703714795405155,-5.377317356759078,-0.08429549156447745,0.059437821889130285,0.6375,,,
RQ2,Regime-Aware PPO,PPO,low_liquidity,seed,4,-2.5703714795405155,,,,0.75,4.0,3.1519010220616437,3.0
RQ2,Regime-Aware PPO,PPO,normal,window,80,-0.6937842893636251,-5.605983250494493,3.767895796801448,0.46305117128797013,0.5375,,,
RQ2,Regime-Aware PPO,PPO,normal,seed,4,-0.6937842893636248,,,,0.25,4.0,7.104655928457336,1.0
RQ2,Regime-Aware PPO,PPO,regime_transition,window,80,-0.7826139230773326,-8.978834822501057,6.576871101657924,0.842624924246449,0.425,,,
RQ2,Regime-Aware PPO,PPO,regime_transition,seed,4,-0.7826139230773326,,,,0.5,4.0,3.331221507279802,2.0
RQ2,Regime-Aware PPO,PPO,stress,window,80,-5.251394169716112,-15.151574493795128,8.072707898644522,0.00501874726704401,0.6125,,,
RQ2,Regime-Aware PPO,PPO,stress,seed,4,-5.251394169716111,,,,0.75,4.0,10.693601349230795,3.0
RQ2,Regime-Aware PPO,PPO,TURBULENT,window,320,1.0361493163521096,-2.7720973182558577,5.516956529848594,0.7927643456599456,0.48125,,,
RQ2,Regime-Aware PPO,PPO,TURBULENT,seed,4,1.0361493163521098,,,,0.5,4.0,2.4048541938482146,2.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),ALL,window,480,-6.284572939940874,-11.946142064774934,-1.5008962322668638,0.5225872624250412,0.5125,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),ALL,seed,4,-6.284572939940873,,,,1.0,4.0,5.11898604147081,4.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),high_volatility,window,80,-35.29827949127848,-57.787169525401296,-16.102806240373766,0.006079244116806325,0.6125,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),high_volatility,seed,4,-35.29827949127848,,,,0.75,4.0,53.34520037741144,3.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),liquidity_shock,window,80,-3.555021249038208,-6.374836128173621,-0.9037630464645031,0.017818616775297554,0.6,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),liquidity_shock,seed,4,-3.555021249038208,,,,1.0,4.0,3.0319314471821435,4.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),low_liquidity,window,80,3.6103781989766075,-2.3194833045841374,10.595108238376133,0.8704603561321786,0.5625,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),low_liquidity,seed,4,3.610378198976607,,,,0.5,4.0,12.652739270177333,2.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),normal,window,80,-0.4190705074299107,-7.020633339379862,4.524667296318729,0.025412764595535903,0.3875,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),normal,seed,4,-0.4190705074299106,,,,0.5,4.0,7.835553921907427,2.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),regime_transition,window,80,9.59715715721796,0.07921749795451777,20.07364911792488,0.17014497162616482,0.475,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),regime_transition,seed,4,9.59715715721796,,,,0.0,4.0,9.769210078571044,0.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),stress,window,80,-11.642601748093217,-32.441054255473304,1.7369491576593612,0.4601327787702092,0.4375,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),stress,seed,4,-11.642601748093217,,,,0.25,4.0,36.523828846159425,1.0
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),TURBULENT,window,320,-10.224686332797985,-18.473455994393092,-3.1369185865225346,0.15508289141975526,0.53125,,,
RQ3-control,Regime-Aware DQN,DQN (shuffled regime),TURBULENT,seed,4,-10.224686332797985,,,,0.75,4.0,9.89265986270136,3.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),ALL,window,480,-0.0506689724196774,-2.5403280697710113,2.8311407004589326,0.18260546011247403,0.5145833333333333,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),ALL,seed,4,-0.05066897241967705,,,,0.5,4.0,3.195710680106908,2.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),high_volatility,window,80,0.8204177270733766,-3.6368241979142475,5.181730818825878,0.6976465996775465,0.5125,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),high_volatility,seed,4,0.8204177270733767,,,,0.5,4.0,2.8489656628896354,2.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),liquidity_shock,window,80,0.5537338506926386,-7.67974262687172,10.445533558345204,0.5173091896977361,0.55,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),liquidity_shock,seed,4,0.5537338506926388,,,,0.5,4.0,9.387692387546794,2.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),low_liquidity,window,80,-1.6224635938489995,-4.9081756327002495,0.9097589906630982,0.9464638651481475,0.4875,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),low_liquidity,seed,4,-1.622463593849,,,,0.5,4.0,3.2172979550952827,2.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),normal,window,80,-1.4962159654629512,-3.687080697064663,0.7264930554535112,0.042475661278753414,0.575,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),normal,seed,4,-1.4962159654629517,,,,0.75,4.0,2.3614883101502198,3.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),regime_transition,window,80,1.9019605753590578,-1.9922063168481032,6.140658366855291,0.434645839374045,0.4125,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),regime_transition,seed,4,1.9019605753590576,,,,0.0,4.0,1.2657083070903845,0.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),stress,window,80,-0.4614464283311854,-9.936312067759859,12.381245795655117,0.10093652552477585,0.55,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),stress,seed,4,-0.4614464283311842,,,,0.75,4.0,10.080610008932716,3.0
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),TURBULENT,window,320,0.7036664311984719,-2.8095443244674216,4.865223610024206,0.5368214488328273,0.50625,,,
RQ3-control,Regime-Aware PPO,PPO (shuffled regime),TURBULENT,seed,4,0.703666431198472,,,,0.5,4.0,4.64757618938738,2.0
