strategy_name,scenario,seed,implementation_shortfall_bps,execution_cost,market_impact_cost,total_transaction_fees,completion_rate,average_execution_price,arrival_price,vwap_slippage_bps,terminal_penalty,turnover,reward_total,action_0_pct,action_1_pct,action_2_pct,action_3_pct
PPO,high_volatility,2024,35.29403627608396,176538.75016212807,14932.934021596626,215.6894628093848,1.0,167.01646374825697,166.45716100908916,29.62803195812561,0.0,71928352.55331412,,,,,
Regime-Aware PPO,high_volatility,2024,43.44857558287426,240374.9648434218,14365.582802001149,210.71523883150266,0.9824930430344978,167.0313924210878,166.45716100908916,30.588035481672087,74132.64000733368,70317093.07446003,,,,,
PPO (shuffled regime),high_volatility,2024,39.955480486416825,213094.54882495402,14719.018604944049,215.6894628093848,1.0,167.09091419511623,166.45716100908916,34.1931578619678,0.0,71964908.35197695,,,,,
TWAP,low_liquidity,42,22.608928420992058,34970.43341009874,995.3857262500709,39.463528908824586,0.998905060620606,143.50747357926966,143.18665651101657,31.549687589663478,360.5435855319766,11333424.448926162,,,,,
VWAP,low_liquidity,42,22.81136001540573,34795.19201304095,1027.4199484163657,39.53057767749588,0.9999953874959673,143.51108596755336,143.18665651101657,31.81061451552274,0.7078042912960437,11352774.863876216,,,,,
POV,low_liquidity,42,23.503556645542766,33176.078175188464,1408.9325668644879,39.5308635786421,1.0,143.52190148294224,143.18665651101657,29.28800219160293,0.0,11351237.731215272,,,,,
DQN,low_liquidity,42,22.398870747710113,36503.831958035735,1071.6307748407492,35.29052992514727,0.9223094377575529,143.4787646959195,143.18665651101657,29.494026580564316,15956.578952759368,10129532.279928256,,,,,
Regime-Aware DQN,low_liquidity,42,43.89377944182157,58660.49214967332,531.1948994080067,17.35294403134018,0.4491761436285864,143.314632507336,143.18665651101657,18.080813654652296,49362.15866778072,4973643.821262958,,,,,
DQN (shuffled regime),low_liquidity,42,21.838502726272186,35806.32279495722,1100.1903060065765,39.34372866294306,0.9971183682720202,143.49691690876793,143.18665651101657,30.690956460740402,1108.6088790153458,11299293.749621429,,,,,
PPO,low_liquidity,42,23.469051900391634,35919.51374029438,1057.660408200927,39.506095387492685,0.9996252874645645,143.52066048498963,143.18665651101657,32.476679549105214,157.30908844888032,11346742.354874806,,,,,
Regime-Aware PPO,low_liquidity,42,19.497332509150972,32291.39690801112,1048.8026940356795,37.991139223396395,0.9663530279142334,143.4663326496664,143.18665651101657,28.658718149249268,4208.398651436525,10901511.125580564,,,,,
PPO (shuffled regime),low_liquidity,42,21.591589143056545,34314.066344973304,1069.8127026002676,39.39721959635353,0.99796168605234,143.493026538471,143.18665651101657,30.52158868878764,791.4182135741961,11313400.84523688,,,,,
TWAP,high_volatility,42,11.926032372815598,191081.1811887587,14010.782388916126,222.93368098252864,0.9983273150222065,139.70612914419945,139.55902417997186,34.77849580540974,3478.7487231393743,62272934.29570837,,,,,
VWAP,high_volatility,42,11.860200088008785,186261.9717947462,14355.248185042894,223.38958864238163,0.9998679225317855,139.7084692282086,139.55902417997186,34.98049578310048,47.38635385776642,62398089.65060357,,,,,
POV,high_volatility,42,25.031961649197694,230497.51483694575,18543.644413133658,223.4194645659981,1.0,139.89926401044812,139.55902417997186,31.37631212251268,0.0,62451078.58824553,,,,,
DQN,high_volatility,42,17.214469270628097,207618.623379624,18633.797673579917,222.93881160306856,0.9984993785330746,139.78733853941466,139.55902417997186,40.707621716552865,3435.057855881555,62293619.67324986,,,,,
